0,1,2,3,4
0.0001001692639722679,0.000110410072907553,0.0001310583887482665,6.849661844779798e-05,2.267199070638578e-05
0.0001023468566673172,0.00016905518581690607,0.00024027371270515522,5.479729475823839e-05,7.368396979575379e-05
0.0001045244493623665,0.00011729022581870615,0.00017201413523209978,5.023085352838519e-05,1.7003993029789335e-05
0.0001067020420574158,0.00021557812454946548,0.00018293566762778865,0.00011416103074632997,0.0002267199070638578
0.0001110572274475144,7.46988030353771e-05,9.01026422644332e-05,4.109797106867879e-05,2.267199070638578e-05
0.0001132348201425637,1.0811668860383527e-05,2.184306479137775e-05,0.0,5.667997676596445e-06
0.00011541241283761301,6.355950784589104e-05,7.645072676982211e-05,3.653152983882559e-05,2.267199070638578e-05
0.0001175900055326623,0.00012613613670447448,0.0001474406873417998,8.219594213735759e-05,2.267199070638578e-05
0.00011976759822771161,3.47283908848683e-05,4.095574648383328e-05,2.2832206149265994e-05,1.133599535319289e-05
0.00012194519092276092,6.683577113691636e-05,7.37203436708999e-05,4.566441229853199e-05,1.133599535319289e-05
0.0001241227836178102,6.650814480781382e-05,9.283302536335543e-05,2.7398647379119195e-05,1.7003993029789335e-05
0.00012630037631285952,8.976961417409353e-05,0.00015836221973748867,1.8265764919412796e-05,2.267199070638578e-05
0.00012847796900790882,0.00011237583088216818,0.0001365191549461109,6.849661844779798e-05,2.8339988382982224e-05
0.00013065556170295813,8.9441987844991e-05,0.00010375455775904431,5.479729475823839e-05,2.267199070638578e-05
0.00013283315439800743,0.00013399916860293523,0.00015017107044072202,9.132882459706397e-05,2.267199070638578e-05
0.0001350107470930567,0.00011991123645152639,0.00012559762255042205,9.132882459706397e-05,1.7003993029789335e-05
0.00013718833978810602,0.00012875714733729475,0.00014197992114395536,6.849661844779798e-05,8.501996514894668e-05
0.00013936593248315533,0.00016577892252588077,0.00020750911551808862,8.676238336721077e-05,5.101197908936801e-05
0.00014154352517820463,8.354471392114544e-05,8.191149296766656e-06,0.00012329391320603636,5.667997676596445e-06
0.00014372111787325394,2.293384303717718e-05,5.460766197844437e-06,3.196508860897239e-05,0.0
0.00014589871056830324,4.3574301770636643e-05,2.7303830989222186e-06,6.393017721794478e-05,0.0
0.00014807630326335255,5.1437333669097386e-05,6.279881127521102e-05,3.196508860897239e-05,5.667997676596445e-06
0.00015025389595840183,3.8004654175893615e-05,4.36861295827555e-05,2.2832206149265994e-05,1.7003993029789335e-05
0.00015460908134850044,9.533926176883656e-05,0.00010648494085796652,6.393017721794478e-05,2.8339988382982224e-05
0.00015678667404354975,0.00017528008606985417,0.0001802052845288664,0.00010046170705677038,0.00013036394656171823
0.00015896426673859905,0.0001631579118930605,7.645072676982211e-05,0.00016895832550456837,8.501996514894668e-05
0.00016114185943364836,8.51828455666581e-05,6.825957747305546e-05,6.393017721794478e-05,5.101197908936801e-05
0.00016331945212869764,9.337350379422138e-05,0.00010648494085796652,5.023085352838519e-05,4.534398141277156e-05
0.00016549704482374695,0.00016577892252588077,5.460766197844437e-06,0.00015982544304486197,0.0001870439233276827
0.00016767463751879625,8.878673518678593e-05,6.0068428176288806e-05,8.219594213735759e-05,3.400798605957867e-05
0.00016985223021384556,0.0,0.0,0.0,0.0
0.00017202982290889486,7.273304506076191e-05,8.464187606658877e-05,4.566441229853199e-05,1.133599535319289e-05
0.00017420741560394417,7.338829771896697e-05,8.464187606658877e-05,4.109797106867879e-05,3.400798605957867e-05
0.00017638500829899348,5.47135969601227e-05,8.191149296766656e-06,7.762950090750438e-05,5.667997676596445e-06
0.00017856260099404276,0.0001389135635394732,0.0001310583887482665,8.219594213735759e-05,0.0001133599535319289
0.00018074019368909206,4.750581771986702e-05,1.638229859353331e-05,6.393017721794478e-05,5.667997676596445e-06
0.00018291778638414137,5.602410227653283e-05,9.283302536335543e-05,9.132882459706398e-06,2.267199070638578e-05
0.00018509537907919067,4.3574301770636643e-05,2.7303830989222186e-06,6.393017721794478e-05,0.0
0.00018727297177423998,8.714860354127329e-05,0.00012559762255042205,1.8265764919412796e-05,7.368396979575379e-05
0.0001894505644692893,8.452759290845303e-05,8.191149296766656e-06,0.00012329391320603636,5.667997676596445e-06
0.00019162815716433857,0.0001009089093635796,7.645072676982211e-05,9.132882459706397e-05,2.8339988382982224e-05
0.00019380574985938787,0.0002483407574597186,6.279881127521102e-05,0.0002557207088717791,0.0002493918977702436
0.00019816093524948648,6.159374987127585e-05,8.464187606658877e-05,2.2832206149265994e-05,1.7003993029789335e-05
0.0002003385279445358,9.435638278152897e-05,7.37203436708999e-05,8.219594213735759e-05,3.9675983736175116e-05
0.0002025161206395851,0.00011008244657845047,1.0921532395688874e-05,0.00016439188427471517,5.667997676596445e-06
0.0002046937133346344,0.0001222046207552441,0.00011467609015473318,0.00010046170705677038,2.267199070638578e-05
0.00020687130602968368,4.3574301770636643e-05,7.098996057197768e-05,4.566441229853199e-06,2.267199070638578e-05
0.000209048898724733,0.000110410072907553,0.00015017107044072202,5.023085352838519e-05,2.267199070638578e-05
0.0002112264914197823,8.157895594653025e-05,0.00010102417466012209,5.023085352838519e-05,1.7003993029789335e-05
0.0002134040841148316,7.011203442794167e-05,7.37203436708999e-05,4.109797106867879e-05,3.400798605957867e-05
0.0002155816768098809,6.093849721307079e-05,6.825957747305546e-05,4.109797106867879e-05,1.133599535319289e-05
0.0002177592695049302,0.00014186220050139598,0.0001911268169245553,7.306305967765118e-05,2.8339988382982224e-05
0.0002199368621999795,0.00015169099037447192,0.00021296988171593304,6.393017721794478e-05,3.9675983736175116e-05
0.0002221144548950288,6.650814480781382e-05,4.6416512681677714e-05,1.8265764919412796e-05,0.00013603194423831468
0.0002242920475900781,0.00015529487999459975,6.825957747305546e-05,0.00014612611935530236,0.0001246959488851218
0.0002264696402851274,0.00021426761923305538,0.0001911268169245553,0.00019635697288368755,2.8339988382982224e-05
0.00022864723298017672,7.273304506076191e-05,9.01026422644332e-05,4.566441229853199e-05,1.133599535319289e-05
0.00023082482567522602,7.666456100999228e-05,8.7372259165511e-05,5.023085352838519e-05,1.7003993029789335e-05
0.00023300241837027533,2.915874329012527e-05,3.549498028598884e-05,1.3699323689559598e-05,1.133599535319289e-05
0.0002351800110653246,6.683577113691636e-05,0.00011194570705581095,1.8265764919412796e-05,1.133599535319289e-05
0.00023735760376037391,4.7833444048969545e-05,4.6416512681677714e-05,3.653152983882559e-05,1.133599535319289e-05
0.00023953519645542322,3.99704121505088e-05,4.095574648383328e-05,3.196508860897239e-05,5.667997676596445e-06
0.00024171278915047253,9.861552505986187e-05,4.095574648383328e-05,9.589526582691718e-05,7.368396979575379e-05
0.00024389038184552183,1.5070811138716432e-05,3.276459718706662e-05,0.0,0.0
0.0002460679745405711,0.00012777426834998716,0.00015563183663856646,8.219594213735759e-05,2.267199070638578e-05
0.0002482455672356204,0.00017003806480421366,0.00016382298593533312,0.00013699323689559596,4.534398141277156e-05
0.0002504231599306697,6.224900252948092e-05,7.098996057197768e-05,3.653152983882559e-05,2.267199070638578e-05
0.00025260075262571903,6.880152911153155e-05,4.914689578059993e-05,6.849661844779798e-05,1.133599535319289e-05
0.00025477834532076834,2.883111696102274e-05,6.0068428176288806e-05,0.0,5.667997676596445e-06
0.00025695593801581764,9.730501974345175e-05,0.00014197992114395536,4.109797106867879e-05,2.8339988382982224e-05
0.00025913353071086695,1.703656911333162e-05,1.0921532395688874e-05,1.8265764919412796e-05,0.0
0.00026131112340591626,6.814627645332648e-05,7.645072676982211e-05,4.566441229853199e-05,2.267199070638578e-05
0.00026348871610096556,0.00013170578429921753,0.00014197992114395536,9.589526582691718e-05,2.8339988382982224e-05
0.00026566630879601487,0.00013629255290665296,0.0002539256281997663,2.2832206149265994e-05,1.7003993029789335e-05
0.0002678439014910642,9.828789873075934e-05,0.00012559762255042205,5.023085352838519e-05,2.8339988382982224e-05
0.0002700214941861134,5.9300365567558136e-05,4.914689578059993e-05,5.479729475823839e-05,2.267199070638578e-05
0.00027219908688116273,7.240541873165938e-05,9.01026422644332e-05,4.109797106867879e-05,2.267199070638578e-05
0.00027437667957621204,2.0968085062561995e-05,2.4573447890299966e-05,1.3699323689559598e-05,5.667997676596445e-06
0.00027655427227126135,5.536884961832776e-05,7.918110986874434e-05,1.8265764919412796e-05,2.267199070638578e-05
0.00027873186496631065,6.42147605040961e-05,9.283302536335543e-05,1.8265764919412796e-05,3.400798605957867e-05
0.00028090945766135996,5.667935493473789e-05,4.914689578059993e-05,5.023085352838519e-05,1.133599535319289e-05
0.00028308705035640926,4.291904911243158e-05,4.914689578059993e-05,2.7398647379119195e-05,5.667997676596445e-06
0.00028526464305145857,0.00021623337720767056,0.0002511952451008441,0.00014155967812544916,3.9675983736175116e-05
0.0002874422357465079,2.94863696192278e-05,3.0034214088144403e-05,2.2832206149265994e-05,5.667997676596445e-06
0.0002896198284415572,9.173537214870872e-05,0.00011467609015473318,5.9363735988091585e-05,1.7003993029789335e-05
0.0002917974211366065,0.00015922639594383013,0.00016928375213317754,0.00011416103074632997,2.8339988382982224e-05
0.0002939750138316558,6.880152911153155e-05,9.829379156119986e-05,2.7398647379119195e-05,2.267199070638578e-05
0.0002961526065267051,5.1437333669097386e-05,9.829379156119986e-05,4.566441229853199e-06,1.7003993029789335e-05
0.00029833019922175435,2.6537732657305024e-05,2.184306479137775e-05,2.2832206149265994e-05,5.667997676596445e-06
0.00030050779191680366,0.00013268866328652512,0.00010102417466012209,0.00012786035443588956,2.267199070638578e-05
0.00030268538461185297,0.00018543650227203262,0.0001802052845288664,0.00015069256058515557,3.400798605957867e-05
0.00030486297730690227,8.452759290845303e-05,9.01026422644332e-05,6.849661844779798e-05,2.267199070638578e-05
0.0003070405700019516,0.00016971043847511115,0.0002348129465073108,8.219594213735759e-05,3.400798605957867e-05
0.0003092181626970009,8.321708759204291e-05,8.191149296766656e-05,6.393017721794478e-05,2.267199070638578e-05
0.0003113957553920502,0.00014448321113421622,0.0001474406873417998,0.00010959458951647678,2.8339988382982224e-05
0.0003135733480870995,6.781865012422395e-05,0.00010921532395688874,2.2832206149265994e-05,1.7003993029789335e-05
0.0003157509407821488,7.175016607345431e-05,7.918110986874434e-05,5.023085352838519e-05,1.7003993029789335e-05
0.0003179285334771981,6.814627645332648e-05,0.00010102417466012209,2.2832206149265994e-05,2.267199070638578e-05
0.0003201061261722474,0.0001385859372103707,0.00016109260283641089,8.676238336721077e-05,2.8339988382982224e-05
0.0003222837188672967,4.193617012512399e-05,7.098996057197768e-05,9.132882459706398e-06,1.7003993029789335e-05
0.00032446131156234603,3.0469248606535395e-05,3.549498028598884e-05,1.8265764919412796e-05,5.667997676596445e-06
0.0003266389042573953,0.00015595013265280483,0.00021023949861701083,7.762950090750438e-05,4.534398141277156e-05
0.0003288164969524446,3.3090259239355646e-05,7.098996057197768e-05,0.0,0.0
0.0003309940896474939,0.00023163181467548952,0.0002238914141116219,0.00019635697288368755,3.9675983736175116e-05
0.0003331716823425432,4.062566480871386e-05,5.733804507736659e-05,1.8265764919412796e-05,5.667997676596445e-06
0.0003353492750375925,2.588247999909996e-05,4.914689578059993e-05,0.0,5.667997676596445e-06
0.0003375268677326418,2.7848237973715147e-05,2.7303830989222186e-05,2.2832206149265994e-05,5.667997676596445e-06
0.0003397044604276911,0.00014153457417229344,0.00011194570705581095,0.00013242679566574276,2.8339988382982224e-05
0.0003418820531227404,0.00014481083746331876,0.00010921532395688874,0.00013699323689559596,3.9675983736175116e-05
0.00034405964581778973,7.04396607570442e-05,7.645072676982211e-05,3.196508860897239e-05,0.00010202395817873602
0.00034623723851283904,7.928557164281254e-05,0.00012559762255042205,1.8265764919412796e-05,3.400798605957867e-05
0.00034841483120788834,0.00017757347037357187,0.00012286723945149983,0.00011416103074632997,0.00018137592565108625
0.00035059242390293765,0.00016610654885498328,0.0001911268169245553,7.306305967765118e-05,7.935196747235023e-05
0.00035277001659798695,0.00014251745315960103,0.00013924953804503315,5.479729475823839e-05,0.00015303593726810402
0.0003549476092930362,1.6053690126024026e-05,1.911268169245553e-05,9.132882459706398e-06,5.667997676596445e-06
0.0003571252019880855,0.00015398437467818965,0.00017201413523209978,0.00010502814828662358,3.9675983736175116e-05
0.0003593027946831348,0.00015496725366549724,0.0001310583887482665,0.00013242679566574276,4.534398141277156e-05
0.0003614803873781841,3.112450126474046e-05,3.0034214088144403e-05,2.2832206149265994e-05,5.667997676596445e-06
0.00036365798007323343,0.00010680618328742515,0.00014471030424287757,4.566441229853199e-05,3.9675983736175116e-05
0.00036583557276828274,3.5711269872175894e-05,3.276459718706662e-05,2.7398647379119195e-05,1.133599535319289e-05
0.00036801316546333204,0.00014153457417229344,9.829379156119986e-05,0.00013699323689559596,4.534398141277156e-05
0.00037019075815838135,0.00016774468050049596,0.00013924953804503315,0.00015069256058515557,3.400798605957867e-05
0.00037236835085343066,2.883111696102274e-05,3.549498028598884e-05,1.8265764919412796e-05,5.667997676596445e-06
0.00037454594354847996,0.0001379306845521656,0.0001337887718471887,0.00010959458951647678,3.9675983736175116e-05
0.00037672353624352927,2.6865358986407554e-05,3.549498028598884e-05,1.3699323689559598e-05,5.667997676596445e-06
0.0003789011289385786,0.0003069858703690717,0.0004259397634318661,0.00014155967812544916,6.801597211915734e-05
0.0003810787216336279,7.46988030353771e-05,6.825957747305546e-05,5.9363735988091585e-05,2.8339988382982224e-05
0.00038325631432867713,0.00025161702075074394,0.0002348129465073108,0.00015982544304486197,0.00013603194423831468
0.00038543390702372644,0.00010058128303447706,3.822536338491106e-05,3.653152983882559e-05,0.0002493918977702436
0.00038761149971877574,0.0002031283240435693,0.000237543329606233,0.00013242679566574276,3.9675983736175116e-05
0.00038978909241382505,3.2435006581150586e-05,3.276459718706662e-05,2.2832206149265994e-05,5.667997676596445e-06
0.00039196668510887436,3.734940151768855e-05,4.6416512681677714e-05,2.2832206149265994e-05,5.667997676596445e-06
0.00039414427780392366,8.452759290845303e-05,6.552919437413325e-05,6.849661844779798e-05,4.534398141277156e-05
0.00039632187049897297,0.00011073769923665552,3.276459718706662e-05,6.393017721794478e-05,0.00023805590241705068
0.0003984994631940223,0.00012056648910973146,0.00011467609015473318,4.566441229853199e-05,0.00015870393494470046
0.0004006770558890716,0.00010484042531280996,2.4573447890299966e-05,0.00010502814828662358,0.0001133599535319289
0.0004028546485841209,0.0001051680516419125,2.184306479137775e-05,0.00010046170705677038,0.00013036394656171823
0.0004050322412791702,7.338829771896697e-05,9.283302536335543e-05,1.8265764919412796e-05,7.368396979575379e-05
0.0004072098339742195,0.00012023886278062893,1.638229859353331e-05,8.219594213735759e-05,0.00025505989544684
0.0004093874266692688,0.0002198372668277984,0.00015290145353964423,0.00017809120796427475,0.00015303593726810402
0.00041156501936431806,0.00011237583088216818,3.822536338491106e-05,9.589526582691718e-05,0.00014169994191491113
0.00041374261205936736,6.126612354217332e-05,9.829379156119986e-05,2.2832206149265994e-05,5.667997676596445e-06
0.00041592020475441667,8.09237032883252e-05,8.464187606658877e-05,2.7398647379119195e-05,0.00010769195585533245
0.000418097797449466,0.00011008244657845047,9.556340846227765e-05,8.219594213735759e-05,5.101197908936801e-05
0.0004202753901445153,8.41999665793505e-05,7.098996057197768e-05,7.306305967765118e-05,2.267199070638578e-05
0.0004224529828395646,8.157895594653025e-05,0.00010921532395688874,3.653152983882559e-05,2.8339988382982224e-05
0.0004246305755346139,0.00012056648910973146,0.0001310583887482665,8.219594213735759e-05,2.8339988382982224e-05
0.0004268081682296632,0.00015726063796921494,0.00014197992114395536,0.00012329391320603636,5.667997676596445e-05
0.0004289857609247125,0.00011172057822396312,1.911268169245553e-05,0.00010959458951647678,0.00013036394656171823
0.0004311633536197618,0.00021754388252408067,7.645072676982211e-05,0.00015982544304486197,0.00031740786988940093
0.0004333409463148111,0.0001356373002484479,0.0001474406873417998,7.306305967765118e-05,7.935196747235023e-05
0.0004355185390098604,0.00012613613670447448,0.00010921532395688874,0.00010502814828662358,3.400798605957867e-05
0.00043769613170490973,8.354471392114544e-05,0.0001802052845288664,0.0,5.667997676596445e-06
0.000439873724399959,4.979920202358473e-05,9.829379156119986e-05,4.566441229853199e-06,5.667997676596445e-06
0.0004420513170950083,2.293384303717718e-05,3.0034214088144403e-05,9.132882459706398e-06,1.133599535319289e-05
0.0004442289097900576,0.0,0.0,0.0,0.0
0.0004464065024851069,0.00015103573771626687,3.0034214088144403e-05,0.00014612611935530236,0.00019271192100427914
0.0004485840951801562,0.00012482563138806437,8.464187606658877e-05,8.219594213735759e-05,0.00013603194423831468
0.0004507616878752055,7.895794531371001e-05,7.098996057197768e-05,6.849661844779798e-05,1.7003993029789335e-05
0.0004529392805702548,0.00011303108354037325,3.276459718706662e-05,9.132882459706397e-05,0.0001643719326212969
0.00045511687326530413,6.585289214960877e-05,0.00010375455775904431,1.8265764919412796e-05,1.7003993029789335e-05
0.00045729446596035343,5.536884961832776e-05,8.464187606658877e-05,2.7398647379119195e-05,5.667997676596445e-06
0.00045947205865540274,3.0469248606535395e-05,1.911268169245553e-05,3.196508860897239e-05,5.667997676596445e-06
0.00046164965135045205,4.979920202358473e-05,6.552919437413325e-05,2.2832206149265994e-05,1.7003993029789335e-05
0.00046382724404550135,9.927077771806694e-05,0.00014471030424287757,3.196508860897239e-05,4.534398141277156e-05
0.00046600483674055066,0.00011761785214780868,4.36861295827555e-05,0.00010046170705677038,0.00015303593726810402
0.0004681824294355999,0.00013072290531190994,9.01026422644332e-05,8.676238336721077e-05,0.00014736793959150757
0.0004703600221306492,0.00015791589062742002,7.37203436708999e-05,0.00012329391320603636,0.0001870439233276827
0.0004725376148256985,0.00016643417518408582,0.00019385720002347751,6.849661844779798e-05,0.00013036394656171823
0.00047471520752074783,0.00016643417518408582,0.00021570026481485525,8.219594213735759e-05,4.534398141277156e-05
0.00047689280021579714,0.00016872755948780355,0.00012286723945149983,0.00015982544304486197,3.9675983736175116e-05
0.00047907039291084644,6.683577113691636e-05,2.4573447890299966e-05,5.479729475823839e-05,9.068796282554312e-05
0.00048124798560589575,4.685056506166195e-05,5.460766197844437e-06,3.653152983882559e-05,9.068796282554312e-05
0.00048342557830094505,0.00017331432809523898,0.00021296988171593304,0.00010502814828662358,3.400798605957867e-05
0.00048560317099599436,3.5711269872175894e-05,3.0034214088144403e-05,2.7398647379119195e-05,1.133599535319289e-05
0.00048778076369104367,3.833228050499614e-05,5.1877278879522155e-05,4.566441229853199e-06,4.534398141277156e-05
0.0004899583563860929,0.00022868317771356674,0.0,0.00026028715010163235,0.0002493918977702436
0.0004921359490811422,0.0002358909569538224,0.0001474406873417998,0.00016439188427471517,0.00025505989544684
0.0004943135417761915,5.47135969601227e-05,5.1877278879522155e-05,3.653152983882559e-05,2.8339988382982224e-05
0.0004964911344712408,0.00014874235341254914,4.36861295827555e-05,0.00015525900181500877,0.00014169994191491113
0.0004986687271662901,6.51976394914037e-05,4.6416512681677714e-05,5.479729475823839e-05,3.400798605957867e-05
0.0005008463198613395,3.177975392294552e-05,2.4573447890299966e-05,2.7398647379119195e-05,1.7003993029789335e-05
0.0005030239125563888,0.00011499684151498844,0.00017201413523209978,3.653152983882559e-05,4.534398141277156e-05
0.0005052015052514381,7.306067138986445e-05,2.7303830989222186e-05,5.023085352838519e-05,0.0001246959488851218
0.0005073790979464874,0.00012482563138806437,7.645072676982211e-05,0.00010959458951647678,7.368396979575379e-05
0.0005095566906415367,0.00011630734683139856,8.464187606658877e-05,8.676238336721077e-05,9.635596050213957e-05
0.000511734283336586,1.6053690126024026e-05,2.184306479137775e-05,9.132882459706398e-06,5.667997676596445e-06
0.0005139118760316353,0.0,0.0,0.0,0.0
0.0005160894687266846,4.2263796454226516e-05,1.638229859353331e-05,4.566441229853199e-05,2.8339988382982224e-05
0.0005182670614217339,0.00017298670176613644,0.0001802052845288664,0.00011872747197618317,5.667997676596445e-05
0.0005204446541167832,6.126612354217332e-05,8.191149296766656e-05,3.196508860897239e-05,1.133599535319289e-05
0.0005226222468118325,2.260621670807465e-05,2.184306479137775e-05,1.8265764919412796e-05,1.133599535319289e-05
0.0005247998395068818,0.00017429720708254657,0.00020750911551808862,0.00010046170705677038,6.801597211915734e-05
0.0005269774322019311,5.405834430191764e-05,3.0034214088144403e-05,0.0,5.667997676596445e-06
0.0005291550248969804,0.00017691821771536681,0.00024573447890299967,7.762950090750438e-05,5.667997676596445e-05
0.0005313326175920297,5.0782081010892326e-05,3.822536338491106e-05,5.023085352838519e-05,1.7003993029789335e-05
0.000533510210287079,4.816107037807208e-05,5.1877278879522155e-05,3.196508860897239e-05,2.267199070638578e-05
0.0005356878029821283,0.00016971043847511115,0.0001911268169245553,0.00010959458951647678,3.9675983736175116e-05
0.0005378653956771775,0.00011630734683139856,0.00020204834932024417,2.2832206149265994e-05,3.400798605957867e-05
0.0005400429883722269,0.00014775947442524154,0.00022662179721054414,5.023085352838519e-05,6.23479744425609e-05
0.0005422205810672762,5.3403091643712574e-05,6.552919437413325e-05,2.2832206149265994e-05,2.8339988382982224e-05
0.0005443981737623255,0.00013924118986857574,2.4573447890299966e-05,0.00011872747197618317,0.00020971591403406845
0.0005465757664573748,0.000305347738723559,0.0004860081916081549,6.849661844779798e-05,0.00013603194423831468
0.0005487533591524241,0.00022376878277702877,0.00012013685635257761,0.00017809120796427475,0.0002267199070638578
0.0005509309518474734,8.813148252858088e-05,2.7303830989222186e-05,8.676238336721077e-05,8.501996514894668e-05
0.0005531085445425227,0.00014350033214690863,0.00019658758312239973,7.306305967765118e-05,3.400798605957867e-05
0.000555286137237572,0.00010025365670537453,0.00010375455775904431,6.849661844779798e-05,4.534398141277156e-05
0.0005574637299326213,3.833228050499614e-05,6.0068428176288806e-05,1.3699323689559598e-05,1.133599535319289e-05
0.0005596413226276706,3.177975392294552e-05,4.095574648383328e-05,1.8265764919412796e-05,1.133599535319289e-05
0.0005618189153227199,4.750581771986702e-05,7.645072676982211e-05,1.3699323689559598e-05,1.7003993029789335e-05
0.0005639965080177692,0.00015300149569088205,0.00021023949861701083,5.479729475823839e-05,6.801597211915734e-05
0.0005661741007128185,0.00011073769923665552,8.7372259165511e-05,9.589526582691718e-05,4.534398141277156e-05
0.0005683516934078678,2.4244348353587306e-05,2.7303830989222186e-05,1.3699323689559598e-05,5.667997676596445e-06
0.0005705292861029171,0.000168399933158701,0.00010375455775904431,0.00013699323689559596,0.00013036394656171823
0.0005727068787979664,0.00020837034530920981,0.00022662179721054414,0.00011416103074632997,0.00010769195585533245
0.0005748844714930158,0.0001389135635394732,8.191149296766656e-05,6.849661844779798e-05,0.00023238790474045424
0.0005770620641880651,0.00015726063796921494,0.00016382298593533312,7.306305967765118e-05,0.0001246959488851218
0.0005792396568831144,8.649335088306822e-05,2.4573447890299966e-05,6.393017721794478e-05,0.00014169994191491113
0.0005814172495781637,0.0001641407908803681,4.36861295827555e-05,0.00019635697288368755,7.935196747235023e-05
0.000583594842273213,7.731981366819735e-05,2.4573447890299966e-05,6.393017721794478e-05,0.00010769195585533245
