Unnamed: 0,Cuisine,Dish Name,Ingredients,Calories,Carbs,Fat,Protein,Recipe_url
7094,Japanese,Japanese Potsticker Dip,soy sauce rice vinegar chili oil,8.48,0.7888,0.0912,1.3024,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5001
7095,Japanese,Semi-Homemade Japanese Kare Pan (Curry Bread),potato pea butter beef sirloin salt pepper onion water curry roux oil bread dough egg panko bread crumb,1308.7288,30.56,63.3484,149.09,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5002
7096,Japanese,Gyoza,sesame oil cabbage onion garlic carrot pork egg vegetable oil wonton wrapper water soy sauce rice vinegar,1273.6015,21.6203,112.167,46.2239,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5003
7097,Japanese,Vegetarian Nori Rolls,grain rice water soy sauce honey garlic tofu rice vinegar nori cucumber avocado carrot,188.7293,13.1105,7.9708,20.8582,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5004
7098,Japanese,Simple Onigiri (Japanese Rice Balls),grain rice water sesame seed salt soy sauce water salt nori tuna,187.96,9.4346,14.5824,7.9478,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5005
7099,Japanese,Tuna Tartare,sushi grade tuna oil wasabi powder sesame seed pepper bread,852.4542,4.862,50.1532,92.4978,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5006
7100,Japanese,Japanese Deviled Eggs,egg sesame seed mayonnaise soy sauce wasabi paste rice wine vinegar onion panko bread crumb,1280.078,18.3053,105.1288,63.5613,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5007
7101,Japanese,Japanese Tamago Egg,egg dashi stock sugar mirin soy sauce vegetable oil,355.7052,14.1681,21.3018,25.3357,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5008
7102,Japanese,Orange Ponzu,soy sauce rice vinegar bonito konbu orange,35.55,3.5835,0.3679,5.2244,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5009
7103,Japanese,Tofu Hiyayakko,soy sauce sugar dashi granule water silken tofu ginger root onion bonito sesame seed,82.5127,7.2241,3.1098,6.8775,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5010
7104,Japanese,Marvel's Japanese Fried Oysters (Kaki Fuh-rai) with Lemony Tartar Sauce,mayonnaise lemon dill pickle spear cayenne pepper panko cayenne pepper salt pepper canola oil oyster egg,4765.3314,0.8206,533.6393,7.2167,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5011
7105,Japanese,Vegetarian Sushi,grain rice water wine vinegar sugar salt avocado lemon juice sesame seed cucumber bell pepper zucchini,399.718,26.7368,28.8914,11.2227,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5012
7106,Japanese,Miso Salmon (Sake Misozuke) with Spinach Sauce,salmon fillet salt miso paste sake mirin spinach leaf water miso paste sugar egg yolk sake,796.3289,18.5922,13.07,144.1491,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5013
7107,Japanese,Oyako Donburi,vegetable oil chicken breast half onion chicken broth shiitake mushroom carrot sugar soy sauce salt onion egg,1080.9617,53.8123,42.6146,117.483,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5014
7108,Japanese,Japanese Beef Tongue Stir-Fry,salt beef tongue sesame oil garlic spring onion sake dashi powder salt pepper,640.6432,25.0099,43.6522,37.8349,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5015
7109,Japanese,Miso and Soy Chilean Sea Bass,sake mirin soy sauce brown sugar miso paste sea bass onion,919.7,80.2605,16.1592,110.9126,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5016
7110,Japanese,Tonkatsu Shoyu Ramen (Pork Cutlet Soy Sauce Ramen),egg spicy sesame oil pork chop oil sesame seed basil sage kombu soy sauce miso paste tonkatsu sauce sushi ginger onion pepper,338.4208,5.3426,32.191,8.3175,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5017
7111,Japanese,Japanese Okonomiyaki,bacon water egg purpose flour salt cabbage ginger tonkatsu sauce,1714.2086,7.9269,154.133,68.2709,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5018
7112,Japanese,California Roll Sushi,grain rice water rice vinegar sugar crabmeat mayonnaise nori sesame seed cucumber avocado,487.492,26.1939,41.3144,7.5694,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5019
7113,Japanese,Steamed Clams in Butter and Sake,sake mirin rice vinegar clam butter soy sauce onion,351.579,19.1567,22.7799,21.6041,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5020
7114,Japanese,My Fly Stir-Fry,center pork chop mirin rice vinegar soy sauce mushroom bell pepper onion garlic ginger root sesame oil,3227.1239,23.5847,188.9325,350.6978,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5021
7115,Japanese,Monica's Japanese Garlic Dollop Shrimp,mayonnaise soy sauce mirin garlic onion onion powder curry powder turmeric basil cayenne pepper salt bread crumb jumbo shrimp sesame oil water,7606.2325,50.9287,137.466,1448.5255,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5022
7116,Japanese,Poached Salmon Tobiko Bowls,water sticky rice salmon fillet water salt tobiko onion,405.0876,0.3444,2.2949,89.8184,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5023
7117,Japanese,Cream Cheese and Crab Sushi Rolls,rice water rice vinegar salt nori cucumber lengthwise crab leg cream cheese ginger root,676.85,148.2629,1.236,13.2269,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5024
7118,Japanese,Sushi Roll,grain rice rice vinegar sugar salt nori cucumber ginger avocado crabmeat,365.4198,41.8124,1.2805,45.4365,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5025
7119,Japanese,Crispy Shrimp Tempura,purpose flour cornstarch salt water egg yolk egg shrimp vegetable oil,4293.6742,15.6953,442.944,101.052,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5026
7120,Japanese,Yakisoba Chicken,sesame oil canola oil chile paste garlic chicken breast half soy sauce onion head cabbage carrot soba noodle,1155.205,217.8717,19.4,47.6873,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5027
7121,Japanese,Ashley's Chicken Katsu with Tonkatsu Sauce,sauce worcestershire sauce ketchup soy sauce pepper chicken vegetable oil purpose flour panko bread crumb salt pepper egg chicken breast half onion,3973.2,32.7705,441.2711,9.5735,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5028
7122,Japanese,Quick Oyakodon,grain rice water chicken stock soy sauce brown sugar onion shiitake mushroom chicken breast half onion egg snow pea,440.2675,53.7647,14.1682,27.4536,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5029
7123,Japanese,Mexican Sushi,cream cheese chipotle adobo plain flour tortilla tortilla tortilla bean pico de gallo salsa avocado cilantro leaf,749.8125,94.151,26.4528,37.7222,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5030
7124,Japanese,Zaru Soba,soba noodle dashi stock soy sauce mirin sugar sesame seed onion nori,218.436,14.0874,14.9302,10.8766,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5031
7125,Japanese,Spicy Tuna Sushi Roll,rice water rice vinegar mayonnaise chili powder wasabi paste nori cucumber carrot avocado,1699.6493,322.9146,10.162,67.0542,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5032
7126,Japanese,Miso Salmon,salmon fillet miso paste sake brown sugar sesame seed sesame oil water soy ginger salad rice vinegar,2460.7496,185.5235,92.9103,220.5306,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5033
7127,Japanese,Yakitori Chicken,sake soy sauce sugar garlic ginger root chicken breast meat leek,930.6185,59.0096,37.8309,92.7057,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5034
7128,Japanese,Tsukune (Japanese Chicken Meatballs),teriyaki sauce vegetable oil ginger garlic tamari cooking sake mirin brown sugar sesame seed meatball chicken egg onion carrot panko bread crumb miso paste ginger potato starch tamari cooking sake soy sauce sugar paprika,1001.8633,53.5044,57.7769,68.182,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5035
7129,Japanese,Steamed Egg (Chawan Mushi),egg chicken sake soy sauce chicken breast meat shiitake mushroom parsley,145.1245,0.9772,9.5409,12.8351,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5036
7130,Japanese,Hiyashi Chuka Noodles,soy sauce sugar vinegar chicken stock sesame oil chili oil ramen noodle egg cucumber carrot ham nori mustard,1092.77,143.534,42.1728,34.701,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5037
7131,Japanese,Sesame Seared Tuna,soy sauce mirin honey sesame oil rice wine vinegar tuna steak sesame seed wasabi paste oil,2691.4458,34.5709,107.7301,385.602,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5038
7132,Japanese,Goya Champuru (Bitter Melon Stir Fry),bitter melon kosher salt sesame oil pork loin garlic salt garlic pepper egg soy sauce,1290.1713,1.6497,93.8321,103.3827,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5039
7133,Japanese,Omuraisu (Japanese Rice Omelet),brown rice ham ketchup egg salt pepper ketchup parsley,143.1125,0.7398,9.5125,12.5693,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5040
7134,Japanese,Juicy Chicken,soy sauce sherry chicken broth ginger garlic powder onion chicken breast half,511.1439,7.4604,4.3091,105.7491,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5041
7135,Japanese,Tonkatsu - Asian-Style Pork Chop,egg milk garlic salt pepper vegetable oil pork chop panko crumb,2030.2333,2.1612,227.7207,12.9286,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5042
7136,Japanese,Spring Cabbage Chicken Boil,water soy sauce sake mirin skin chicken thigh cabbage butter onion,1102.3,7.9843,107.6198,27.0914,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5043
7137,Japanese,Tuna Onigiri (Rice Ball),grain sushi rice water salt tuna mayonnaise pepper nori,108.3,0,12,0.111,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5044
7138,Japanese,Gyudon Japanese Beef Bowl,onion vegetable oil water soy sauce brown sugar mirin sake beef ribeye steak sesame seed onion ginger,685.2782,40.6285,36.7898,53.0407,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5045
7139,Japanese,Tonkatsu,pork chop salt pepper oil purpose flour egg panko,6947.1127,665.1458,434.0326,114.6574,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5046
7140,Japanese,Japanese Shrimp Sauce II,mayonnaise water ketchup sugar pepper sauce garlic powder paprika pepper pepper salt,1813.7697,33.7648,185.8991,3.1089,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5047
7141,Japanese,Shoyu Chicken,soy sauce brown sugar water garlic onion ginger root pepper oregano pepper flake cayenne pepper paprika chicken thigh,11061.309,274.9817,1004.4887,242.1687,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5048
7142,Japanese,Chicken Karaage (Japanese Fried Chicken),soy sauce sake ginger chicken breast vegetable oil cornstarch,5323.3697,91.7751,499.319,145.0389,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5049
7143,Japanese,Chicken and Sweet Potato Rice,sushi rice water chicken salt pepper potato pepper,242.8437,0.515,16.8261,20.8337,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5050
7144,Japanese,Sarah's Special Sushi,nori grain rice water rice vinegar sugar salt cream cheese garlic cashew onion salmon soy sauce wasabi paste,451.1912,31.8752,28.6124,19.0149,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5051
7145,Japanese,Tofu with Pork and Miso,miso paste water sesame oil onion pork tofu,306.5165,24.2746,19.1926,11.8964,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5052
7146,Japanese,Japanese Broiled Mackerel,mackerel fillet soy sauce mirin sugar ginger root,88.5095,16.2735,0.4059,6.0358,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5053
7147,Japanese,Oyakodon (Japanese Chicken and Egg Rice Bowl),jasmine rice water chicken thigh onion dashi stock soy sauce mirin brown sugar egg,8459.1875,60.326,820.991,205.6912,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5054
7148,Japanese,Homemade Japanese Curry,curry powder coriander seed fenugreek seed cumin seed cardamom pod fennel seed clove star anise cinnamon turmeric peppercorn peppercorn allspice nutmeg curry paste butter purpose flour worcestershire sauce tomato paste butter onion chicken breast garlic ginger root soy sauce salt chicken broth beef bouillon carrot potato bell pepper gala apple,4067.9365,289.173,193.6729,312.3563,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5055
7149,Japanese,Korean Sushi,grain rice water cider vinegar chard egg soy sauce water onion vegetable oil beef tenderloin tuna carrot cucumber nori,1278.2119,37.5743,85.6637,88.3722,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5056
7150,Japanese,Japanese-Style Crispy Fried Pork Bowl (Tonkatsu Donburi),dashi stock sugar mirin soy sauce salt vegetable oil onion pork chop egg grain rice,1968.3643,348.5718,33.9452,67.8075,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5057
7151,Japanese,Japanese-Style Deep Fried Chicken,egg salt pepper sugar garlic ginger root sesame oil soy sauce chicken bouillon granule chicken breast half potato starch rice flour oil,941.5264,16.1329,26.8664,149.8596,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5058
7152,Japanese,Glo's Sausage Fried Rice,pork sausage egg vegetable oil head cabbage carrot rice soy sauce bean sprout pea pepper onion,6057.2331,941.4013,158.3739,189.1816,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5059
7153,Japanese,Okinawa Shoyu Pork,pork soy sauce brown sugar water mirin ginger garlic,4017.717,115.8873,361.4518,74.3235,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5060
7154,Japanese,Japanese Spicy Spare Ribs,salt pepper pork spare rib oil celery ginger garlic soy sauce chile pepper sake tomato puree sugar balsamic vinegar salt,599.2116,17.9904,15.2948,92.972,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5061
7155,Japanese,Okura and Sakura Shrimp Japanese-Style Spaghetti,spaghetti oil bell pepper pod okra soy sauce sake mirin sakura cherry shrimp,306.0733,1.5776,27.4657,13.8248,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5062
7156,Japanese,Tempura Shrimp,vanilla wafer egg water apricot nectar cornstarch brown sugar wine vinegar ketchup vegetable oil shrimp,15693.087,1955.4975,831.687,203.0276,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5063
7157,Japanese,Home Rice,rice water carrot onion butter margarine egg milk ketchup salt pepper,1037.79,164.3847,21.4556,40.7307,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5064
7158,Japanese,Karaage (Japanese Fried Chicken) with Honey Mayoster Sauce,soy sauce honey garlic ginger chicken thigh egg panko bread crumb vegetable oil sauce mayonnaise honey dijon mustard mirin soy sauce,2088.964,7.6841,205.3117,52.06,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5065
7159,Japanese,Spicy Chile Oil Squid,soy sauce garlic ginger root chile oil butter squid lemon,1033.1259,39.7154,27.1468,149.7079,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5066
7160,Japanese,Sesame Tuna with Soy Miso Dressing,sesame seed salt pepper onion powder wasabi powder kosher salt purpose flour egg milk tuna steak vegetable oil miso soup mix soy sauce,2292.5672,61.4223,129.9904,226.3862,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5067
7161,Japanese,Kimchi Goya Champuru,bitter melon tofu kimchi mochi rice cake egg mayonnaise sesame oil soy sauce chicken stock powder,653.5362,9.0137,48.3778,53.6911,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5068
7162,Japanese,Tamagoyaki with Mushroom and Mozzarella Cheese,oil button mushroom egg sugar salt pepper chile powder vegetable oil mozzarella cheese,893.8939,40.3592,56.3845,56.3588,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5069
7163,Japanese,Fake Sukiyaki,roast beef spinach button mushroom beef stock onion sake soy sauce,846.2406,32.4389,21.1148,128.8135,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5070
7164,Japanese,Japanese Scrambled Eggs with Pacific Saury,water pacific saury mirin soy sauce egg scallion,155.32,2.3896,9.624,14.082,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5071
7165,Japanese,Japanese Beef Stir-Fry,beef sirloin cornstarch soy sauce sugar vegetable oil shiitake mushroom cabbage pepper celery onion grain rice,2465.9271,79.7497,145.1828,208.4195,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5072
7166,Japanese,Soba with Toasted Sesame Seed Sauce,sesame seed soba noodle balsamic vinegar sugar soy sauce garlic dark sesame oil onion broccoli floret,1648.522,242.9495,61.1303,61.2055,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5073
7167,Japanese,Miso Braised Pork,canola oil pork butt garlic ginger water soy sauce brown sugar miso,2491.7446,82.0988,25.9179,456.9256,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5074
7168,Japanese,Pan-Roasted Miso-Marinated Sea Bass,sugar dark corn syrup soy sauce sake hoisin sauce miso paste miso paste ginger root garlic shallot canola oil fillet sea bass,1140.85,122.9129,72.4583,7.6662,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5075
7169,Japanese,Buffalo Chicken Sushi Roll,chicken breast tenderloin pepper sauce nori sushi rice carrot celery spicy mayonnaise,270.3738,15.2621,1.6122,46.7674,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5076
7170,Japanese,Chicken Yakisoba,canola oil sesame oil chicken breast half garlic chile paste soy sauce canola oil head cabbage onion carrot salt yakisoba noodle ginger,1429.7542,49.8705,47.7545,194.6397,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5077
7171,Japanese,Japanese Beef Rolls,vegetable oil shiitake mushroom asparagus steak soy sauce onion,4669.4296,14.3173,137.2533,796.3376,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5078
7172,Japanese,Beef Short Ribs Rice Bowl (Gyu Kalbi Don),bitter melon water dashi kombu kelp soy sauce sake mirin sugar beef rib onion konnyaku ginger garlic scape water cornstarch rice myoga ginger,2042.5983,317.4492,46.8232,75.5629,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5079
7173,Japanese,Okonomiyaki (Japanese Pancake),purpose flour water cabbage bacon egg sausage onion shrimp cheese tenkasu vegetable oil soy sauce ketchup vinegar panko bread crumb mayonnaise,2083.296,28.7234,177.6257,91.944,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5080
7174,Japanese,Sesame Crusted Mahi Mahi with Soy Shiso Ginger Butter Sauce,shallot ginger root lemon wine cream butter soy sauce shiso leaf kosher salt pepper canola oil mahi fillet sesame seed sesame seed,2133.9733,101.4941,172.1537,63.0126,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5081
7175,Japanese,Smoked Salmon Sushi Roll,sushi rice rice wine vinegar nori avocado cucumber salmon wasabi paste,397.756,22.2272,14.2722,43.027,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5082
7176,Japanese,Chicken Hekka,chicken breast meat sugar soy sauce mirin vegetable oil ginger carrot onion bamboo mushroom watercress rice noodle,3075.7429,376.8846,119.2789,146.118,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5083
7177,Japanese,Egg and Pesto Sushi,rice water egg nori basil pesto salt pepper,2028.64,308.6726,53.1206,65.4562,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5084
7178,Japanese,Nigiri Sushi,water rice rice vinegar sugar salt hamachi maguro ebi egg sugar salt wasabi paste nori,1915.6009,305.1726,32.2472,86.6461,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5085
7179,Japanese,Eggplant Sushi Rolls,water grain rice eggplant oil salt pepper nori avocado,0,0,0,0,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5086
7180,Japanese,Japanese Country-Style Miso and Tofu (Hiya Shiru),sesame seed sardine miso paste water silken tofu onion pepper flake,461.53,30.5286,27.1098,29.9378,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5087
7181,Japanese,Cucumber and Avocado Sushi,water rice rice vinegar salt nori cucumber avocado,684.5,151.108,1.0175,12.5985,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5088
7182,Japanese,Dragon Roll,sushi rice water rice vinegar sugar salt cooking spray tempura shrimp nori crabmeat cucumber avocado unagi kabayaki eel,332.7827,20.5718,1.5311,56.776,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5089
7183,Japanese,Inside-Out Spicy Tuna and Avocado Sushi,sushi rice sushi rice water rice vinegar sugar salt sushi sashimi grade yellowfin tuna mayonnaise chile oil sesame oil sriracha sauce onion nori avocado cucumber,570.6995,16.4753,45.6011,23.7608,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5090
7184,Japanese,Japanese Curry with Homemade Curry Roux,oil garlic chicken purpose flour curry powder pumpkin onion bell pepper bell pepper carrot water chicken broth powder ketchup worcestershire sauce salt pepper,1563.3729,79.8483,113.3034,67.3926,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5091
7185,Japanese,Stir-Fried Japanese Ginger Pork,daikon radish soy sauce sake sesame oil ginger garlic mirin pork fillet vegetable oil onion salt pepper,875.9653,95.7386,23.3364,76.0874,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5092
7186,Japanese,Spicy Sushi Roll,mayonnaise chile sauce togarashi wasabi chili powder paprika fillet crabmeat sushi rice nori,244.5671,6.9574,24.0806,1.4095,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5093
7187,Japanese,Brown Rice and Quinoa Sushi Rolls,grain brown rice water sea salt rice vinegar cider vinegar mirin wine turbinado sugar sea salt quinoa nori carrot cucumber avocado,147.293,35.7022,0.2108,0.9332,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5094
7188,Japanese,Sushi Party,rice water sushi rice rice vinegar sugar kosher salt vegetable oil egg vegetable oil sake soy sauce sesame oil eggplant carrot rice vinegar soy sauce asparagus avocado lemon juice nori crabmeat strip lengthwise cucumber pesto shrimp,868.346,90.7072,51.073,18.0029,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5095
7189,Japanese,Chicken Katsu,chicken breast half salt pepper purpose flour egg panko bread crumb oil,1867.3,0.36,208.689,6.854,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5096
7190,Japanese,Tofu Chanpuru,tofu garlic ginger sake miso paste soy sauce sugar vegetable oil egg vegetable oil onion head cabbage carrot mushroom onion,1344.0762,118.8443,58.1515,92.7518,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5097
7191,Japanese,Sukiyaki Beef,peanut oil beef steak beef stock soy sauce butter onion celery mushroom spinach,1821.6982,39.0616,148.4521,89.1231,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5098
7192,Japanese,Turkey Roll Sushi,spinach cream cheese cheddar cheese pepper spring onion garlic powder pepper pepper flake flour tortilla deli turkey meat,411.2439,9.1053,18.5037,51.0957,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5099
7193,Japanese,Mini Cucumber Sushi Rolls,cucumber carrot cream cheese raisin chive,177.055,45.0644,0.497,2.5888,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5100
7194,Japanese,Yakitori Don,chicken ginger root garlic sugar soy sauce sake mirin cooking oil,245.656,48.2314,1.029,14.138,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5101
7195,Japanese,Barbeque Hot Dog Sushi Roll,water grain sushi rice rice vinegar beef dog nori onion barbeque sauce cheddar cheese onion,0,0,0,0,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5102
7196,Japanese,Salmon Yakitori,soy sauce sake mirin wine sugar salmon fillet vegetable oil,1653.2451,28.3379,85.0462,185.0723,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5103
7197,Japanese,Gyoza (Japanese Potstickers),pork head napa cabbage egg onion ginger soy sauce sriracha sauce clove garlic sesame oil gyoza wrapper vegetable oil water sauce soy sauce rice vinegar sesame oil sriracha sauce,1122.333,14.3589,100.1669,41.3117,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5104
7198,Japanese,Omelet for Leftovers (Omurice),butter tomato bell pepper onion zucchini mushroom rice ketchup bacon paprika salt pepper egg,613.6023,86.6546,17.7455,25.498,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5105
7199,Japanese,Chakin Sushi,sushi rice egg salt vegetable oil rice vinegar sugar salt sesame seed parsley,429.256,26.275,27.865,18.84,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5106
7200,Japanese,California Roll,water rice rice vinegar sugar salt crab meat mayonnaise nori avocado caviar cucumber ginger soy sauce wasabi paste,1784.7576,315.5102,24.0957,67.3797,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5107
7201,Japanese,Japanese-Style Deep-Fried Shrimp,shrimp salt pepper garlic powder purpose flour paprika egg panko crumb vegetable oil,542.8372,3.8245,12.1673,104.3814,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5108
7202,Japanese,Pan Roasted Beef Tenderloin with Ginger-Shiitake Brown Butter,oil beef tenderloin filet kosher salt pepper butter ginger garlic shiitake mushroom sake mirin rice wine garlic chive butter,2131.3153,16.728,57.7992,367.8143,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5109
7203,Japanese,Japanese Wafu Burger,tofu beef shiitake mushroom miso paste egg salt pepper nutmeg mirin soy sauce garlic paste ginger root vegetable oil,1180.1865,12.3941,78.6017,101.6013,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5110
7204,Japanese,Nikujaga (Japanese-style meat and potatoes),snow pea vegetable oil sirloin steak potato dashi soup soy sauce sake sugar onion,415.6485,30.6844,20.1981,31.1799,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5111
7205,Japanese,Japanese Ginger Pork,ginger root soy sauce sake mirin pork loin vegetable oil,1157.7778,2.6438,85.8979,97.7902,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5112
7206,Japanese,Sukiyaki,vegetable oil beef sirloin strip soy sauce monosodium glutamate chicken broth sugar onion celery bamboo shoot onion mushroom water chestnut cornstarch,1360.8578,131.7853,21.4113,164.5427,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5113
7207,Japanese,Beef Bowl (Gyudon),rice mirin soy sauce sake onion beef egg ginger,3409.54,610.7358,31.9743,148.9506,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5114
7208,Japanese,Teriyaki Rib Eye Steaks,soy sauce water sugar honey worcestershire sauce vinegar oil onion powder garlic powder ginger beef rib,2610.4263,18.5686,204.9152,161.6509,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5115
7209,Japanese,Mapo Tofu (Microwave Recipe),tofu miso paste soy sauce sesame oil sugar oyster sauce doubanjiang ginger garlic water cornstarch beef pork onion,981.2063,28.9062,65.6385,78.7509,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5116
7210,Japanese,Japanese Minced Beef,beef ginger soy sauce sake mirin sugar,782.6275,22.4124,44.0214,70.9069,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5117
7211,Japanese,Avocado Sushi with Brown Rice,grain brown rice water sea salt brown rice vinegar avocado bell pepper alfalfa sprout nori,0,0,0,0,https://cosylab.iiitd.edu.in/recipedb/search_recipeInfo/5118
