Unnamed: 0,Cuisine,Dish Name,Ingredients,Calories,Carbs,Fat,Protein,Recipe_url
0, Amish and Mennonite,Baked Oatmeal,oat brown sugar ground cinnamon baking powder salt egg milk butter vanilla extract cranberry,393,59,15,7,https://www.allrecipes.com/recipe/51013/baked-oatmeal-ii/
1, Amish and Mennonite,Amish White Bread,warm water sugar dry yeast vegetable oil salt bread flour,168,31,3,4,https://www.allrecipes.com/recipe/6788/amish-white-bread/
2, Amish and Mennonite,Cheesy Amish Breakfast Casserole,bacon sweet onion egg beaten frozen hash brown potato thawed cheddar cheese curd cottage cheese cheese,314,12,23,22,https://www.allrecipes.com/recipe/229150/cheesy-amish-breakfast-casserole/
3, Amish and Mennonite,Best Vinegar Coleslaw,cabbage onion sugar vinegar vegetable oil celery seed salt mustard pepper,224,35,9,2,https://www.allrecipes.com/recipe/59318/amish-slaw/
4, Amish and Mennonite,Pennsylvania Dutch Pickled Beets and Eggs,egg beet juice onion sugar cider vinegar clove bay leaf salt ground pepper,252,45,5,7,https://www.allrecipes.com/recipe/13743/pennsylvania-dutch-pickled-beets-and-eggs/
5, Amish and Mennonite,Amish Macaroni Salad,elbow macaroni egg onion celery bell pepper dill pickle relish creamy salad sugar yellow mustard vinegar celery seed salt,532,66,25,9,https://www.allrecipes.com/recipe/74915/amish-macaroni-salad/
6, Amish and Mennonite,Amish Friendship Bread Starter,dry yeast warm water flour sugar milk,34,8,0,1,https://www.allrecipes.com/recipe/7063/amish-friendship-bread-starter/
7, Amish and Mennonite,My Amish Friend's Caramel Corn,plain popped popcorn dry peanut brown sugar margarine light corn syrup salt vanilla extract baking soda,238,22,16,3,https://www.allrecipes.com/recipe/74950/my-amish-friends-caramel-corn/
8, Amish and Mennonite,Pennsylvania Dutch Corn Pie,potato kernel corn cream-style corn egg salt pepper milk butter crust ready-to-use pie crust,417,52,21,9,https://www.allrecipes.com/recipe/85166/pennsylvania-dutch-corn-pie/
9, Amish and Mennonite,Amish Peanut Butter,light corn syrup peanut butter smooth marshmallow creme,74,12,3,1,https://www.allrecipes.com/recipe/140605/amish-peanut-butter/
10, Amish and Mennonite,Amish Meatloaf,ground beef cracker onion egg ketchup brown sugar bacon ketchup vinegar salt yellow mustard brown sugar,464,46,21,24,https://www.allrecipes.com/recipe/65250/amish-meatloaf/
11, Amish and Mennonite,Amish Potato Salad,potato skin onion celery carrot celery seed egg egg beaten sugar cornstarch salt apple cider vinegar milk yellow mustard butter mayonnaise salad,497,49,31,9,https://www.allrecipes.com/recipe/73875/amish-potato-salad/
12, Amish and Mennonite,Amish Friendship Bread I,friendship bread starter vegetable oil egg flour sugar ground cinnamon salt baking soda baking powder vanilla extract,119,16,6,2,https://www.allrecipes.com/recipe/6856/amish-friendship-bread-i/
13, Amish and Mennonite,Amish Buttered Egg Noodles,butter chicken broth chicken bouillon granule egg noodle,260,41,7,9,https://www.allrecipes.com/recipe/276198/amish-buttered-egg-noodles/
14, Amish and Mennonite,Amish Sugar Cakes,butter sugar egg vanilla extract flour baking powder baking soda cream tartar salt buttermilk sugar,186,27,8,2,https://www.allrecipes.com/recipe/20967/amish-sugar-cakes/
15, Amish and Mennonite,Amish Casserole,ground beef tomato soup brown sugar pepper salt cream chicken soup egg noodle cheese,630,57,30,33,https://www.allrecipes.com/recipe/93223/amish-casserole/
16, Amish and Mennonite,Herman Sourdough Starter,dry yeast warm water flour sugar sugar flour milk,382,82,2,9,https://www.allrecipes.com/recipe/7160/herman-sourdough-starter/
17, Amish and Mennonite,Ground Cherry Pie II,ground cherry packed brown sugar flour water pie shell flour sugar butter,214,34,8,2,https://www.allrecipes.com/recipe/12671/ground-cherry-pie-ii/
18, Amish and Mennonite,Portzelky (New Year's Cookies),sugar lukewarm water dry yeat raisin egg lukewarm milk salt flour vegetable oil confectioner sugar,72,12,2,2,https://www.allrecipes.com/recipe/230522/portzelky-new-years-cookies/
19, Amish and Mennonite,Amish Peach Dumplings,water sugar butter peach flour baking powder salt milk,190,41,2,3,https://www.allrecipes.com/recipe/238197/amish-peach-dumplings/
20, Amish and Mennonite,Amish Bread,bread flour canola oil dry yeat sugar salt warm water,58,4,5,0,https://www.allrecipes.com/recipe/22451/amish-bread/
21, Amish and Mennonite,Amish Custard Cottage Cheese Pie,curd cottage cheese sugar flour lemon juice salt egg yolk egg milk milk pie shell,220,26,10,8,https://www.allrecipes.com/recipe/12687/amish-custard-cottage-cheese-pie/
22, Amish and Mennonite,Amish Baked Oatmeal,quick-cooking oat packed brown sugar milk vegetable oil egg beaten baking powder salt ground cinnamon,375,50,18,7,https://www.allrecipes.com/recipe/276024/amish-baked-oatmeal/
23, Amish and Mennonite,Rollkuchen (Mennonite Fritters),egg flour salt canola oil,80,9,4,2,https://www.allrecipes.com/recipe/143075/rollkuchen-mennonite-fritters/
24, Amish and Mennonite,Amish Friendship Cake,flour sourdough starter sugar vegetable oil egg baking powder vanilla extract salt walnut baking soda,256,34,11,6,https://www.allrecipes.com/recipe/7831/amish-friendship-cake/
25, Amish and Mennonite,Amish Tomato Pie,pie crust pastry heirloom tomato roma tomato raw bacon leek cheddar cheese fontina cheese mayonnaise basil torn piece egg dijon mustard salt ground pepper,469,19,37,17,https://www.allrecipes.com/recipe/281218/amish-tomato-pie/
26, Amish and Mennonite,Amish Salisbury Steak,ground beef milk saltine cracker onion salt ground pepper cream mushroom soup,334,22,18,20,https://www.allrecipes.com/recipe/231336/amish-poor-mans-steak/
27, Amish and Mennonite,Wet-Bottom Shoofly Pie,flour brown sugar baking soda water dark corn syrup molasses salt egg pie crust,407,73,12,5,https://www.allrecipes.com/recipe/20324/wet-bottom-shoofly-pie/
29, Amish and Mennonite,Amish Friendship Banana Nut Bread,ripe banana friendship bread starter egg sugar walnut milk flour baking powder baking soda salt,160,23,7,3,https://www.allrecipes.com/recipe/142527/amish-friendship-banana-nut-bread/
30, Amish and Mennonite,Easy Pork and Sauerkraut,sauerkraut juice pork roast cut inch cube beer garlic onion salt dry mustard dill weed apple,139,12,4,13,https://www.allrecipes.com/recipe/24537/easy-pork-and-sauerkraut/
31, Amish and Mennonite,Amish Cinnamon Bread,cup friendship bread starter vegetable oil sugar egg vanilla extract baking soda baking powder instant vanilla mix flour ground cinnamon apple raisin,155,18,9,2,https://www.allrecipes.com/recipe/7064/amish-cinnamon-bread/
32, Amish and Mennonite,Amish Apple Dumplings,cooking spray baking apple flour baking powder salt milk brown sugar ground cinnamon water butter ground nutmeg,924,161,32,6,https://www.allrecipes.com/recipe/278339/amish-apple-dumplings/
33, Amish and Mennonite,Yellow Pickled Eggs,egg onion water sugar vinegar salt dill weed garlic powder mustard seed,141,18,5,7,https://www.allrecipes.com/recipe/70505/yellow-pickled-eggs/
34, Amish and Mennonite,Amish Hash Browns,flour yellow cornmeal salt baking powder potato vegetable oil egg onion vegetable oil,231,23,14,4,https://www.allrecipes.com/recipe/148834/amish-hash-browns/
35, Amish and Mennonite,Kimberly's Curried Deviled Eggs,egg mayonnaise stone-ground mustard curry powder parsley sweet pickle relish ground pepper paprika garnish,73,1,6,3,https://www.allrecipes.com/recipe/214054/kimberlys-curried-deviled-eggs/
36, Amish and Mennonite,Amish Buttermilk Biscuits,flour baking powder baking soda salt sugar cold butter cubed buttermilk,223,30,9,5,https://www.allrecipes.com/recipe/283317/amish-buttermilk-biscuits/
37, Amish and Mennonite,Lower Fat Amish Macaroni Salad,elbow macaroni egg celery frozen pea thawed fat mayonnaise yellow mustard sugar vinegar celery seed salt,228,38,5,7,https://www.allrecipes.com/recipe/222215/lower-fat-amish-macaroni-salad/
38, Amish and Mennonite,Amish Friendship Chocolate Bread,flour sugar baking powder baking soda salt instant chocolate mix cup friendship bread starter vegetable oil milk egg vanilla extract,170,18,10,2,https://www.allrecipes.com/recipe/24573/amish-friendship-chocolate-bread/
39, Amish and Mennonite,Amish Yumazuti,ground beef onion celery garlic cheddar cheese tomato egg noodle cream chicken soup,422,46,17,23,https://www.allrecipes.com/recipe/48477/amish-yumazuti/
41, Amish and Mennonite,Lemon Poppy Seed Amish Friendship Bread,flour sugar baking powder baking soda salt ground cinnamon seed instant lemon mix cup friendship bread starter egg milk applesauce vanilla extract vegetable oil,157,25,6,2,https://www.allrecipes.com/recipe/7201/lemon-poppy-seed-amish-friendship-bread/
42, Amish and Mennonite,Pumpkin Custard Pie I,pie shell pumpkin puree egg flour packed light brown sugar sugar salt ground nutmeg ground cinnamon milk,228,34,8,6,https://www.allrecipes.com/recipe/15239/pumpkin-custard-pie-i/
43, Amish and Mennonite,Amish Country Casserole,lean ground beef onion bell pepper salt pepper egg noodle petite tomato tomato soup cottage cheese sour cream worcestershire sauce cheddar cheese,551,42,29,31,https://www.allrecipes.com/recipe/283461/amish-country-casserole/
44, Amish and Mennonite,Amish Potato Soup,russet potato water carrot onion chicken base salt milk sour cream flour cubed cooked ham cheese food cubed parsley flake,460,34,25,25,https://www.allrecipes.com/recipe/278342/amish-potato-soup/
45, Amish and Mennonite,Amish Butter and Egg Dinner Rolls,warm water instant yeat sugar flour butter egg room temperature salt cooking spray,172,28,5,4,https://www.allrecipes.com/recipe/283325/amish-butter-and-egg-dinner-rolls/
46, Amish and Mennonite,Amish Blackberry and Strawberry Baked Oatmeal,cooking spray brown sugar vegetable oil egg baking powder salt oatmeal milk blackberry pie comstock strawberry,337,48,15,4,https://www.allrecipes.com/recipe/278335/amish-blackberry-and-strawberry-baked-oatmeal/
47, Amish and Mennonite,Sushi Party,water rice rice vinegar sugar kosher salt,516,88,12,13,https://www.allrecipes.com/recipe/234351/sushi-party/
48, Amish and Mennonite,Milk Flitcher Pie,pie shell flour sugar milk dark molasses butter ground cinnamon,358,63,11,3,https://www.allrecipes.com/recipe/52356/milk-flitcher-pie/
49, Amish and Mennonite,Simple Stovetop Amish Chicken,chicken water fat sodium chicken broth baking potato egg noodle blend salt pepper tate,658,67,25,40,https://www.allrecipes.com/recipe/89281/simple-stovetop-amish-chicken/
51, Amish and Mennonite,Amish Chocolate Cake,cooking spray flour cocoa powder baking soda salt brown sugar butter egg buttermilk vanilla extract water,228,33,9,4,https://www.allrecipes.com/recipe/284904/amish-chocolate-cake/
52, Amish and Mennonite,Healthier Amish Friendship Bread Starter,dry yeast warm water flour sugar low-fat milk wheat flour sugar low-fat milk flour wheat flour sugar low-fat milk,33,8,0,1,https://www.allrecipes.com/recipe/219434/healthier-amish-friendship-bread-starter/
53, Amish and Mennonite,Amish Buttermilk Pie,sugar lemon flour buttermilk lemon juice egg beaten butter lemon extract pie crust,194,28,8,4,https://www.allrecipes.com/recipe/283612/amish-buttermilk-pie/
54, Amish and Mennonite,Amish Brown Sugar Pie,brown sugar flour butter milk egg vanilla extract pie shell,385,54,18,4,https://www.allrecipes.com/recipe/278338/amish-brown-sugar-pie/
55, Amish and Mennonite,Red Pepper and Cabbage Pickle,cabbage salt water vinegar sugar vegetable oil ground turmeric celery seed mustard seed onion sweet pepper,106,15,5,2,https://www.allrecipes.com/recipe/256612/red-pepper-and-cabbage-pickle/
56, Amish and Mennonite,Moist Herman Coffee Cake,sourdough starter sugar self-rising flour salt ground cinnamon vegetable oil egg raisin date walnut honey packed brown sugar flour ground cinnamon walnut butter confectioner sugar butter milk,204,27,10,2,https://www.allrecipes.com/recipe/7963/moist-herman-coffee-cake/
57, Amish and Mennonite,Amish Buttermilk Cake,flour sugar brown sugar butter room temperature baking soda buttermilk ground cinnamon,203,34,6,3,https://www.allrecipes.com/recipe/278340/amish-buttermilk-cake/
58, Amish and Mennonite,Amish Chocolate Pudding,milk sugar cocoa powder flour egg yolk vanilla extract,274,58,4,4,https://www.allrecipes.com/recipe/278333/amish-chocolate-pudding/
59, Amish and Mennonite,Gera's Amish Funny Cake,sugar cocoa powder water vanilla extract pie crust flour baking powder sugar butter vanilla extract egg milk,343,50,15,5,https://www.allrecipes.com/recipe/139695/geras-amish-funny-cake/
60, Amish and Mennonite,Quick Banana Nut Cake,sugar butter milk egg beaten vanilla extract flour baking powder baking soda cream tartar salt banana walnut,273,38,12,4,https://www.allrecipes.com/recipe/232881/quick-banana-nut-cake/
61, Amish and Mennonite,Amish Sour Cream Apple Pie,sour cream egg sugar flour vanilla extract salt apple pie crust,409,55,20,4,https://www.allrecipes.com/recipe/278337/amish-sour-cream-apple-pie/
62, Amish and Mennonite,Cherry Amish Friendship Bread Cupcakes with Buttercream Frosting,friendship bread starter egg vegetable oil milk sugar vanilla extract baking powder baking soda salt flour cherry jell-o vegetable butter vanilla extract confectioner sugar milk chocolate chip,366,46,20,3,https://www.allrecipes.com/recipe/218218/cherry-amish-friendship-bread-cupcakes-with-buttercream-frosting/
63, Argentinian,Classic Beef Empanadas,potato butter onion onion bell pepper lean ground beef paprika cayenne pepper salt egg oil empanada pastry round egg beaten,393,52,15,15,https://www.allrecipes.com/recipe/266024/classic-empanadas/
64, Argentinian,Alfajor Cake,butter sugar egg flour cornstarch baking powder kosher salt milk dulce de leche cream sugar,506,76,19,9,https://www.allrecipes.com/recipe/8463224/alfajor-cake/
65, Argentinian,Chef John's Chimichurri Sauce,flat-leaf parsley stem cilantro leaf oil oregano leaf garlic wine vinegar salt ground cumin pepper flake ground pepper,255,3,27,1,https://www.allrecipes.com/recipe/236375/chef-johns-chimichurri-sauce/
66, Argentinian,Easy Chimichurri,packed parsley leaf packed cilantro leaf wine vinegar onion garlic coarse salt oregano pepper flake ground pepper extra-virgin oil,70,2,7,0,https://www.allrecipes.com/recipe/277888/easy-chimichurri/
67, Argentinian,Chimichurri Sauce,parsley virgin oil wine vinegar oregano ground cumin garlic pepper sauce salt,133,1,14,0,https://www.allrecipes.com/recipe/68003/chimichurri-sauce/
68, Argentinian,Alfajores Argentinean Style,flour cornstarch baking soda baking powder butter sugar egg yolk vanilla rum vanilla extract lemon extract lemon zest dulce de leche coconut,157,23,7,1,https://www.allrecipes.com/recipe/187786/alfajores-argentinean-style/
69, Argentinian,Authentic Empanada Pastry Dough,flour butter cubed egg warm water salt,116,16,5,3,https://www.allrecipes.com/recipe/266134/authentic-empanada-pastry-dough/
71, Argentinian,Chimichurri Roasted Potatoes,potato cut cube oil salt ground pepper parsley basil garlic clove wine vinegar,291,39,14,5,https://www.allrecipes.com/recipe/272605/chimichurri-roasted-potatoes/
72, Argentinian,Beef Empanadas,extra-virgin oil yellow onion scallion bell pepper ground beef oregano salt cayenne pepper ground cumin butter empanada patry disc egg beaten,535,66,22,23,https://www.allrecipes.com/recipe/277867/beef-empanadas/
73, Argentinian,Argentine Meat Empanadas,lean ground beef onion hungarian sweet paprika paprika pepper flake salt ground cumin vinegar raisin egg frozen puff pastry sheet thawed egg beaten,498,28,37,15,https://www.allrecipes.com/recipe/12512/argentine-meat-empanadas/
74, Argentinian,Empanadas Salteñas,water salt flour margarine vegetable oil,260,25,14,9,https://www.allrecipes.com/recipe/282433/empanadas-saltenas/
75, Argentinian,Chipas (Argentinean Cheese Bread),cooking spray egg milk cheese blend butter tapioca starch self-rising flour,285,39,11,8,https://www.allrecipes.com/recipe/66504/chipas-argentinean-cheese-bread/
76, Argentinian,Rosemary Steak,wine salt rosemary york strip steak cut thick,506,2,35,33,https://www.allrecipes.com/recipe/50514/rosemary-steak/
77, Argentinian,Argentinean Potato Salad,russet potato cubed egg vegetable,271,22,18,6,https://www.allrecipes.com/recipe/45044/argentinean-potato-salad/
78, Argentinian,Argentinian-Style Ribs,beef rib coarse salt lime cut wedge,0,0,0,0,https://www.allrecipes.com/recipe/52272/argentinean-style-ribs/
79, Argentinian,Gluten-Free Sandwich Cookies with Dulce de Leche (Alfajores),cornstarch baking flour baking powder baking soda butter sugar egg yolk lemon zest vanilla extract dulce de leche coconut,222,31,10,2,https://www.allrecipes.com/recipe/260668/gluten-free-sandwich-cookies-with-dulce-de-leche-alfajores/
80, Argentinian,Empanadas Abiertas de Humita (Creamy Corn Empanadas),empanada pastry round butter onion sweet corn salt ground pepper ground nutmeg flour milk parmesan cheese,224,31,9,6,https://www.allrecipes.com/recipe/256979/empanadas-abiertas-de-humita-creamy-corn-empanadas/
81, Argentinian,Easy Chimichurri Sauce,water oregano salt parsley cilantro garlic shallot jalapeno pepper wine vinegar virgin oil,167,3,17,1,https://www.allrecipes.com/recipe/278452/easy-chimichurri-sauce/
82, Argentinian,Beef Empanadas with Olives and Raisins,oil sweet onion garlic ground beef ground paprika salt ground pepper egg egg yolk beaten pimiento-stuffed raisin parsley empanada pastry disc,424,48,18,20,https://www.allrecipes.com/recipe/282464/beef-empanadas-with-olives-and-raisins/
83, Argentinian,Argentinean Chimichurri Sauce,onion tomato garlic flat-leaf parsley oregano paprika coarse salt ground pepper oil wine vinegar water,145,6,14,1,https://www.allrecipes.com/recipe/246547/argentinean-chimichurri-sauce/
84, Argentinian,Dulce de Leche,milk vanilla bean sugar baking soda,171,34,2,4,https://www.allrecipes.com/recipe/19039/dulce-de-leche/
85, Argentinian,Authentic Chimichurri,parsley extra-virgin oil oregano wine vinegar water jalapeno chile pepper garlic salt ground pepper,133,1,14,0,https://www.allrecipes.com/recipe/278453/authentic-chimichurri/
86, Argentinian,Argentine Lentil Stew,dry lentil water vegetable bouillon tomato onion carrot apple frozen pea garlic oil barbeque sauce paprika salt pepper,266,46,4,13,https://www.allrecipes.com/recipe/43737/argentine-lentil-stew/
87, Argentinian,Chimichurri Marinade,parsley garlic shallot wine vinegar anchovy fillet salt ground pepper tate oil,258,3,27,1,https://www.allrecipes.com/recipe/278448/chimichurri-marinade/
88, Argentinian,Squash and Kohlrabi Empanadas,extra-virgin oil butter garlic ginger kohlrabi bulb cubed salt pepper yellow squash cubed onion spinach ground nutmeg egg water pastry inch crust pie,308,28,20,5,https://www.allrecipes.com/recipe/214911/squash-and-kohlrabi-empanadas/
89, Argentinian,Argentinian Steak with Red Chimichurri,flat-leaf parsley onion tomato bell pepper garlic oregano paprika coarse salt bay leaf ground pepper chile flake wine vinegar water oil,758,23,56,44,https://www.allrecipes.com/recipe/278451/argentinian-steak-with-red-chimichurri/
91, Argentinian,Quince Empanadas,warm water salt flour butter egg beaten sunflower oil,188,31,5,3,https://www.allrecipes.com/recipe/282434/quince-empanadas/
92, Argentinian,Argentine Corn Pie,egg frozen corn vegetable oil onion milk cornstarch butter ground nutmeg salt ground pepper pie crust egg beaten,288,27,18,7,https://www.allrecipes.com/recipe/169108/argentine-corn-pie/
93, Argentinian,Chimichurri Muy Pefecto,flat-leaf parsley leaf oil wine vinegar oregano ground cumin kosher salt garlic sauce pepper flake lemon juice,336,4,36,1,https://www.allrecipes.com/recipe/187781/chimichurri-muy-pefecto/
94, Australian and New Zealander,Easy Pavlova,egg sugar cornstarch vanilla extract lemon juice cream kiwi,373,42,22,4,https://www.allrecipes.com/recipe/12126/easy-pavlova/
95, Australian and New Zealander,Australian Damper,self-rising flour salt butter milk water,133,26,1,4,https://www.allrecipes.com/recipe/16726/australian-damper/
96, Australian and New Zealander,Samoan Panikeke,flour sugar baking powder water ripe banana vanilla extract vegetable oil,337,55,11,4,https://www.allrecipes.com/recipe/212389/samoan-panikeke/
97, Australian and New Zealander,Lamingtons,flour baking powder salt sugar butter room temperature egg room temperature vanilla extract milk,249,37,11,3,https://www.allrecipes.com/recipe/17201/lamingtons/
98, Australian and New Zealander,A Number-One Egg Bread,dry yeast warm water egg yolk egg room temperature vegetable oil sugar salt flour salt,214,27,9,6,https://www.allrecipes.com/recipe/6879/a-number-one-egg-bread/
99, Australian and New Zealander,The Best Pavlova,sugar cornstarch egg lemon juice cream confectioner sugar strawberry,186,25,9,2,https://www.allrecipes.com/recipe/15532/the-best-pavlova/
100, Australian and New Zealander,Sticky Toffee Pudding Cake,date baking soda water butter sugar egg beaten self-rising flour packed brown sugar butter milk vanilla extract,433,70,16,5,https://www.allrecipes.com/recipe/8148/sticky-toffee-pudding-cake/
101, Australian and New Zealander,Ono Butter Mochi,mochiko sugar baking powder butter milk egg vanilla extract coconut,463,78,14,7,https://www.allrecipes.com/recipe/84857/ono-butter-mochi/
102, Australian and New Zealander,Hawaiian Chicken Kabobs,soy sauce brown sugar sherry sesame oil ground ginger garlic powder boneless chicken breast half cut inch piece pineapple chunk bamboo skewer water minute,203,17,4,24,https://www.allrecipes.com/recipe/20415/hawaiian-chicken-kabobs/
103, Australian and New Zealander,Dad's New Zealand Mince Stew,vegetable oil onion ground beef garlic water ketchup beef stock teriyaki sauce pepper curry powder garlic powder onion powder flour water,474,25,32,22,https://www.allrecipes.com/recipe/49560/dads-new-zealand-mince-stew/
104, Australian and New Zealander,Coconut (Haupia) and Chocolate Pie,pie crust coconut milk milk sugar water cornstarch semi-sweet chocolate chip cream sugar,654,70,43,5,https://www.allrecipes.com/recipe/18374/coconut-haupia-and-chocolate-pie/
105, Australian and New Zealander,Anzac Biscuits (Australian Coconut-Oat Cookies),quick cooking oat sugar flour coconut butter syrup water baking soda,222,33,10,2,https://www.allrecipes.com/recipe/9816/anzac-biscuits-australian-coconut-oat-cookies/
106, Australian and New Zealander,Hawaiian Banana Nut Bread,flour salt baking soda sugar ground cinnamon walnut egg beaten vegetable oil ripe banana pineapple vanilla extract coconut maraschino cherry,234,32,11,3,https://www.allrecipes.com/recipe/17050/hawaiian-banana-nut-bread/
107, Australian and New Zealander,Malasadas,dry yeast sugar warm water egg flour sugar butter milk water salt vegetable oil sugar,89,13,3,2,https://www.allrecipes.com/recipe/7128/malasadas/
108, Australian and New Zealander,Date Loaf Cake,date dark brown sugar margarine water self-rising flour baking soda vanilla extract,204,41,4,2,https://www.allrecipes.com/recipe/25568/date-loaf-cake/
109, Australian and New Zealander,Fairy Bread,bread crust butter margarine candy sprinkle,146,17,8,2,https://www.allrecipes.com/recipe/80934/fairy-bread/
110, Australian and New Zealander,Crunchies,syrup butter baking soda coconut flour sugar oat,122,15,7,1,https://www.allrecipes.com/recipe/10957/crunchies/
111, Australian and New Zealander,Sausage Rolls,ground pork onion garlic sage dry bread crumb kosher salt ground pepper ground coriander thyme cayenne pepper nutmeg egg water frozen puff pastry thawed sesame seed garnish,301,15,21,13,https://www.allrecipes.com/recipe/260013/chef-johns-sausage-rolls/
112, Australian and New Zealander,Mango Chutney,sugar brown sugar vinegar chile pepper ground allspice ground ginger ground nutmeg ground cinnamon ground clove kosher salt onion raisin raisin ginger root garlic semi-ripe mango almond,46,12,0,0,https://www.allrecipes.com/recipe/19842/mango-chutney/
113, Australian and New Zealander,Hawaiian Wedding Cake II,yellow cake mix pineapple instant vanilla mix cream cheese frozen thawed coconut walnut maraschino cherry,390,57,18,4,https://www.allrecipes.com/recipe/17935/hawaiian-wedding-cake-ii/
114, Australian and New Zealander,Hawaiian Millionaire Pie,pie crust pineapple lemon juice frozen thawed maraschino cherry milk walnut,519,60,30,8,https://www.allrecipes.com/recipe/15568/hawaiian-millionaire-pie/
115, Australian and New Zealander,3-Ingredient Lemon Scones,cooking spray self-rising flour soda cream,190,26,8,4,https://www.allrecipes.com/recipe/263669/3-ingredient-lemon-scones/
116, Australian and New Zealander,Chef John's Pavlova with Strawberries,sugar cornstarch egg room temperature vanilla extract vinegar cream confectioner sugar vanilla extract strawberry stem,210,18,15,2,https://www.allrecipes.com/recipe/221268/chef-johns-pavlova-with-strawberries/
117, Australian and New Zealander,Best Ever New Zealand Pavlova,egg sugar water cornstarch vanilla extract vinegar salt,88,22,0,1,https://www.allrecipes.com/recipe/17420/best-ever-new-zealand-pavlova/
118, Australian and New Zealander,Hawaiian Wedding Cake I,sugar baking soda flour egg pineapple juice walnut coconut,297,52,9,5,https://www.allrecipes.com/recipe/8092/hawaiian-wedding-cake-i/
119, Australian and New Zealander,Easy Haupia,cornstarch sugar salt coconut milk,52,4,4,0,https://www.allrecipes.com/recipe/165879/easy-haupia/
120, Australian and New Zealander,Butter Mochi Cupcakes,mochiko sugar baking powder butter coconut milk milk egg vanilla extract,208,28,10,4,https://www.allrecipes.com/recipe/270941/butter-mochi-cupcakes/
121, Australian and New Zealander,Chocolate Pavlova,egg salt cream tartar sugar cocoa powder cornstarch vinegar vanilla extract bittersweet chocolate strawberry cream sugar bittersweet chocolate,402,52,21,5,https://www.allrecipes.com/recipe/60928/chocolate-pavlova/
122, Australian and New Zealander,Hawaiian Apple-Pineapple Crumble,apple lemon juice pineapple cranberry sauce quick cooking oat packed brown sugar flour ground cinnamon salt butter,416,93,5,3,https://www.allrecipes.com/recipe/13550/hawaiian-apple-pineapple-crumble/
123, Australian and New Zealander,Maui Banana Cream Tube Cake,butter sugar egg vanilla extract ripe banana flour baking powder baking soda salt nonfat plain yogurt confectioner sugar,300,46,11,5,https://www.allrecipes.com/recipe/222654/maui-banana-cream-tube-cake/
124, Australian and New Zealander,Chef John's Rocky Road,dark chocolate chip butter cubed maple syrup miniature marshmallow almond cocoa powder,181,18,12,4,https://www.allrecipes.com/recipe/281958/chef-johns-rocky-road/
125, Australian and New Zealander,Pani PoPo,frozen dinner roll dough thawed water coconut milk sugar cornstarch,221,33,9,4,https://www.allrecipes.com/recipe/241753/pani-popo/
126, Australian and New Zealander,Diana's Hawaiian Bread Rolls,warm water egg salt vanilla extract lemon extract molasses honey sugar dry milk powder butter bread flour dry yeast,64,9,3,1,https://www.allrecipes.com/recipe/22797/dianas-hawaiian-bread-rolls/
127, Australian and New Zealander,Hawaiian Bread I,banana pineapple juice egg milk margarine coconut extract salt sugar instant potato flake bread flour dry yeast,169,29,4,4,https://www.allrecipes.com/recipe/16456/hawaiian-bread-i/
128, Australian and New Zealander,Toaster Biscuits,dry yeast sugar warm water flour salt milk vegetable oil cornmeal,196,34,4,6,https://www.allrecipes.com/recipe/18000/toaster-biscuits/
129, Australian and New Zealander,Almond Cookies (Dim Sum Variety),food vegetable vegetable sugar egg beaten almond extract flour baking soda salt,173,18,11,2,https://www.allrecipes.com/recipe/148481/almond-cookies-dim-sum-variety/
130, Australian and New Zealander,Hawaiian Tarts,flour confectioner sugar cornstarch butter vanilla extract pineapple preserve sugar egg coconut confectioner sugar decoration,131,18,6,1,https://www.allrecipes.com/recipe/11561/hawaiian-tarts/
131, Australian and New Zealander,Best Apple Crumble,granny smith apple sugar butter sugar egg flour baking powder custard powder sugar butter flour ground cinnamon coconut oat,660,92,31,7,https://www.allrecipes.com/recipe/86751/best-apple-crumble/
132, Australian and New Zealander,Anzac Biscuits,oat coconut flour sugar baking powder water butter syrup,90,11,5,1,https://www.allrecipes.com/recipe/221417/anzac-biscuits/
133, Australian and New Zealander,Easy New Zealand Squares,flour coconut date sugar baking powder butter syrup vanilla coconut,280,42,13,3,https://www.allrecipes.com/recipe/42099/easy-new-zealand-squares/
134, Australian and New Zealander,Pineapple Upside-Down Cake II,butter packed brown sugar pineapple cut inch chunk flour baking powder salt ground cinnamon butter sugar egg vanilla extract milk,486,62,25,5,https://www.allrecipes.com/recipe/7879/pineapple-upside-down-cake-ii/
135, Australian and New Zealander,Taro Rolls,warm water poi butter egg dry yeat purple food sugar salt flour,210,36,6,4,https://www.allrecipes.com/recipe/257916/taro-rolls/
136, Australian and New Zealander,Australian English Trifle,sponge cake cut cube fruit cocktail port wine gelatin mix custard powder sugar milk,157,36,1,3,https://www.allrecipes.com/recipe/18985/australian-english-trifle/
137, Australian and New Zealander,Rose Pavlova Cakes,egg room temperature petal powder sugar vanilla extract extract cornstarch cream cheese cream sugar petal,81,8,5,1,https://www.allrecipes.com/recipe/262511/rose-pavlova-cakes/
138, Australian and New Zealander,Haupia and Purple Sweet Potato Pie,flour sugar butter cubed,405,37,28,4,https://www.allrecipes.com/recipe/257081/haupia-and-purple-sweet-potato-pie/
139, Australian and New Zealander,Hawaiian Cake,butter sugar egg salt baking soda pineapple pineapple juice coconut walnut vanilla extract graham cracker,566,66,33,6,https://www.allrecipes.com/recipe/7726/hawaiian-cake/
